SIREN,Date création établissement,Code APE,Adresse,Nom société 1,Nom société 2,Nom société 3,Nom société 4,Nom société 5,Prénom contact,Nom contact,Code postal,Ville,Téléphone,Email
﻿909826182,2022-02-01,1071CB,"6 RUE LOUIS DESRICHARD,  ",BOULANGERIE PATISSERIE HUBERT,,,,BOULANGERIE HUBERT,,,71600,PARAY-LE-MONIAL,,
﻿910038736,2022-01-05,1071CA,"[ND] [ND] [ND],  [ND]",[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],BLANOT,,
﻿910093244,2022-02-08,1071CB,"85 RUE DU COLLEGE,  ",MAISON GALLOIS,,,,,,,73300,SAINT-JEAN-DE-MAURIENNE,,
﻿910102383,2022-04-01,1071CB,"31 AV JEAN JAURES,  ",BILLOUD SARL,,,,,,,73000,CHAMBERY,,
﻿910176064,2022-01-14,1071CB,"41 RUE JEAN JAURES,  ",EJE GLUTEN FREE,,,,,,,74100,AMBILLY,,
﻿910243575,2022-02-10,1071CB,"5 RTE D'ETANG,  ",LA PETITE BOULANGERIE DU MORVAN,,,,,,,71990,SAINT-LEGER-SOUS-BEUVRAY,,
﻿910496231,2020-02-18,1071CB,"32 PL DE LA LIBERTE,  ",LA FABRIQUE DES GOURMANDISES,,,,,,,42400,SAINT-CHAMOND,,
﻿910526789,2022-02-21,,"38 PL JEAN MOULIN,  ",BOULANGERIE RIVELA,,,,,,,73340,LESCHERAINES,,
﻿910623073,2022-02-23,1071CB,"7 AV DU PETIT PORT,  ",NATHI,,BOULANGERIE PARISIENNE,,BOULANGERIE PARISIENNE,,,73100,AIX-LES-BAINS,,
﻿910933316,2022-02-01,1071CB,"187  GRANDE RUE,  ",AUX DELICES DOMPIERROIS,,AUX DELICES DOMPIERROIS,,AUX DELICES DOMPIERROIS,,,71520,DOMPIERRE-LES-ORMES,,
﻿911138527,2022-03-09,1071CB,"4 RUE DE L'ECOLE,  ",ARNAUD,,LE COIN DES DOUCEURS,,LE COIN DES DOUCEURS,,,42140,FONTANES,,
﻿911191039,2022-04-15,1071CB,"33 RTE DE L'EGLISE,  ",L'AUTHENTIK,,L'AUTHENTIK,,L'AUTHENTIK,,,74330,CHOISY,,
﻿911311587,2021-02-23,1071CB,"23 RUE DE LA POSTE,  ",N.B DELICES,,,,,,,74300,THYEZ,,
﻿911340487,2022-03-15,1071CB,"19 RTE ROUTE D'AIGUEBELETTE ,  ",AU CYGNE GOURMAND,,AU CYGNE GOURMAND,,AU CYGNE GOURMAND,,,73610,LEPIN-LE-LAC,,
﻿911510444,2022-03-18,1071CB,"330 RUE DE LA FONTAINE,  ",ON NAIT DANS LE PETRIN,,BOULANGERIE PATISSERIE MERCIER,,,,,74800,AMANCY,,
﻿911645711,2022-03-01,1071CB,"50 RUE GAMBETTA,  ",BOULANGERIE D'ANATOLE,,,,,,,42000,SAINT-ETIENNE,,
﻿911657856,2022-03-21,1071CB,"7 RUE DES HALLES,  ",L'ECLAIR-CIE,,,,,,,71120,CHAROLLES,,
﻿911687747,2022-03-25,1071CB,"507  RD 906,  ",LA BOULANGERIE VARENNOISE,,LA BOULANGERIE VARENNOISE,,,,,71000,VARENNES-LES-MACON,,
﻿911742476,2022-04-01,1071CA,"6 PL LOUIS PASTEUR,  ",CTC,,,,BOULANGERIE PLACE PASTEUR,,,42500,LE CHAMBON-FEUGEROLLES,,
﻿911884567,2022-03-25,1071CB,"4 RUE DU FOURNIL,  ",BOULANGERIE PATISSERIE BLED,,,,,,,71550,ANOST,,
﻿911954709,2022-03-23,1071CB,"621 RTE DES QUARTS,  ",L'ATELIER DE MATT & LULU,,L'ATELIER DE MATT & LULU,,,,,74320,SEVRIER,,
﻿912071818,2022-04-04,1071CB,"7 PL JOSEPH KOSMA,  ",DEUX FRERES SEBOUI,,,,,,,42000,SAINT-ETIENNE,,
﻿912071818,2022-09-17,1071CB,"1 RUE DU PERE VOLPETTE,  ",DEUX FRERES SEBOUI,,,,,,,42000,SAINT-ETIENNE,,
﻿912139557,2022-05-01,1071CB,"  LIEU-DIT LA PIERRE LEVEE,  ",,,LE FOURNIL DE LA PIERRE LEVEE,,,EMILIE,GEOFFROY,71700,LA CHAPELLE-SOUS-BRANCION,,
﻿912316882,2022-03-29,1071CB,"11 RUE DIDIER GUETTON,  ",L'ATELIER DU PAIN,,,,,,,42330,SAINT-GALMIER,,
﻿912700135,2022-05-09,1071CB,"38 RUE GENERAL LECLERC,  ",SASU L&N SISTERS,,,,,,,71120,CHAROLLES,,
﻿912907060,2022-04-20,1071CB,"50 RTE DE BELLEGARDE,  ",MERVEILLES DE VALLEIRY,,MERVEILLES DE PAIN,,MERVEILLES DE PAIN,,,74520,VALLEIRY,,
﻿912939584,2022-01-04,1071CB,"103 RUE NICEPHORE NIEPCE,  ",JOURY,,,,,,,42100,SAINT-ETIENNE,,
﻿913186508,2022-04-29,1071CB,"31  GRANDE RUE,  ",GARNIER,,,,BOULANGERIE - PATISSERIE GARNIER,,,71190,MESVRES,,
﻿913269411,2022-05-09,1071CB,"8 RUE PIERRE ANGENIEUX,  ",MAISON DECHAVANNE,,,,,,,42570,SAINT-HEAND,,
﻿913358669,2022-05-06,1071CB,"110 RUE DE TREBANDE,  ",LA BAGUETTE AUTHENTIQUE,,,,LA BAGUETTE AUTHENTIQUE,,,42640,SAINT-ROMAIN-LA-MOTTE,,
﻿913699690,2022-05-19,1071CB,"8 PL MARECHAL FOCH,  ",DEVOUCOUX PASCAL,,L'EPI DU PILAT,,L'EPI DU PILAT,,,42660,SAINT-GENEST-MALIFAUX,,
﻿913753380,2022-06-14,," RTE DES CHAVONNES LA ROSIERE,  ",DOLCI,,PAIN ET CROISSANT,,PAIN ET CROISSANT,,,73700,MONTVALEZAN,,
﻿914184478,2022-06-04,1071CA,"31  RTE DE JARREY,  ",,,AU PAIN DE JUNA,,AU PAIN DE JUNA,FABRICE,PERROUD,71480,CUISEAUX,,
﻿914349113,2022-06-02,1071CB,"22 PL DES TILLEULS ,  ",EURL VESSOT - BOULANGERIE PATISSERIE DE LA VALLEE,,,,,,,71640,SAINT-JEAN-DE-VAUX,,
﻿914539739,2022-06-14,1071CB,"850 RTE ROUTE NATIONALE,  ",LA GRANDE BOULANGERIE,,LA GRANDE BOULANGERIE,,LA GRANDE BOULANGERIE,,,74410,SAINT-JORIOZ,,
﻿914639901,2022-06-17,,"25 RUE GAMBETTA,  ",DELICE DE CHAMBON,,,,,,,42500,LE CHAMBON-FEUGEROLLES,,
﻿914739826,2022-09-24,1071CB,"31 RUE DES ALLIES,  ",LE FOURNIL CATALAN,,L'ATELIER DE SAINT FRANCOIS,,,,,42100,SAINT-ETIENNE,,
﻿914759097,2022-06-16,1071CB,"33 RTE DE MACON,  ",LA BOULANGERIE NEC,,LA BOULANGERIE NEC,,LA BOULANGERIE NEC,,,71450,BLANZY,,
﻿914891684,2022-06-15,1071CB,"33 RUE DU COMMERCE,  ",BOULANGERIE BAYON,,,,,,,42620,SAINT MARTIN D'ESTREAUX,,
﻿914905559,2022-06-23,1071CB,"99 CRS FAURIEL,  ",SAS FAURIEL,,,,,,,42100,SAINT-ETIENNE,,
﻿914948641,2022-06-28,1071CB,"2 RUE DE LA POSTE,  ",SUCRE ET CANNELLE,,LAYMOUNA BRUNCH-CAFE,,LAYMOUNA BRUNCH-CAFE,,,74000,ANNECY,,
﻿915048458,2022-06-01,1071CB,"1 RUE PAUL RONIN,  ",LE FOURNIL DE MONTPLAISIR,,,,,,,42100,SAINT-ETIENNE,,
﻿915148548,2022-07-04,1071CB,"16 RUE SAINT JEAN,  ",DELICES DE TUNIS,,,,,,,42000,SAINT-ETIENNE,,
﻿917447237,2022-07-13,,"24  ROUTE DU GRESIVAUDAN LES MARCHES,   ",MAXIME BLANC,,BOULANGERIE PATISSERIE BLANC,,BOULANGERIE PATISSERIE BLANC,,,73800,PORTE-DE-SAVOIE,,
﻿917447484,2022-06-08,1071CB,"11 RUE PRESIDENT WILSON,  ",L'ATELIER DE LA PLACE,,,,,,,42000,SAINT-ETIENNE,,
﻿917467086,2022-09-09,1071CB,"94 RUE DE LA REPUBLIQUE,  ",LA MAISON HERNOULD,,,,LA MAISON HERNOULD,,,73300,SAINT-JEAN-DE-MAURIENNE,,
﻿917538456,2022-09-01,,"[ND] [ND] [ND],  [ND]",[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],ISSY L'EVEQUE,,
﻿917627630,2022-07-20,1071CB,"81 PL DE L'EGLISE,  ",BOULANGERIE MAXIME LENNE,,LES DELICES DE JEANNE ET MATEO,,LES DELICES DE JEANNE ET MATEO,,,74380,LUCINGES,,
﻿917690430,2022-07-13,1071CB,"510 RTE DE REIGNIER,  ",100% BULL,,PATACHOU ARTHAZ,,PATACHOU ARTHAZ,,,74380,ARTHAZ-PONT-NOTRE-DAME,,
﻿917720120,2022-07-22,1071CA,"49 RUE DE TERRENOIRE,  ",ISCH,,,,,,,42100,SAINT-ETIENNE,,
﻿917809139,2022-07-26,1071CB,"7 RTE DE CHALON ,  ",LES DELICES DE MERVANS,,LES DELICES DE MERVANS,,LES DELICES DE MERVANS,,,71310,MERVANS,,
﻿917820029,2022-07-26,1071CB,"97 AV DE PARIS,  ",FAUSTINE,,"GOURMANDISES LENTIGNOISES ""97 AVENUE DE PARIS""",,,,,42300,ROANNE,,
﻿917898231,2022-07-18,,"7243 RTE DU CHINAILLON,  ",ORY - LEMAITRE,,LES GOURMANDISES DE MARIE,,,,,74450,LE GRAND-BORNAND,,
﻿917936247,2022-07-29,1071CB,"30 QUAI SAINT COSME,  ",LA SUCRERIE,,,,,,,71100,CHALON-SUR-SAONE,,
﻿918164369,2022-08-05,1071CB,"3 RTE DE MONTBRISON,  BOEN",BOULPATVIAL,,,,PAUSE GOURMANDE,,,42130,BOEN-SUR-LIGNON,,
﻿918281577,2022-06-05,,"8 RUE DES FUSILIERS MARINS,  ",LA MAISON DES GOURMANDISES,,LA MAISON DES GOURMANDISES,,,,,71400,AUTUN,,
﻿918335571,2022-07-01,,"33  GRANDE RUE MARCHAUX,  ",L'ATELIER DU PAIN,,,,L'ATELIER DU PAIN,,,71400,AUTUN,,
﻿918347014,2022-07-22,1071CB,"38 CRS FAURIEL,  ",LE VIEUX PETRIN,,LE VIEUX PETRIN,,,,,42100,SAINT-ETIENNE,,
﻿918582008,2022-08-24,,"31 PL DE L'EGLISE ,  ",AUX AMOUREUX DU PAIN,,,,,,,73390,CHAMOUX-SUR-GELON,,
﻿918768011,2022-07-28,1071CB,"9 AV D ANNECY,  ",SAVEST,,SAVEST,,,,,73100,AIX-LES-BAINS,,
﻿918953621,2022-09-05,1071CA,"190  GRANDE RUE,  ",LE PAIN DU BERGER,,LE PAIN DU BERGER,,,,,71110,SAINT-JULIEN-DE-JONZY,,
﻿919201806,2022-09-17,1071CA,"1165 RTE DE L'AURA,  ",,,CHEZ RICH,,,RICHARD,ANDRE,73130,SAINTE-MARIE-DE-CUINES,,
﻿919321448,2022-09-15,,"7 AV DE VERDUN,  ",NORDISKA,,,,NORDISKA,,,73100,AIX-LES-BAINS,,
﻿919523209,2022-09-19,,"8 RUE DU BIEF,  ",MOONS FACTORY,,,,,,,74100,AMBILLY,,
﻿919570481,2022-09-22,1071CB,"21 RUE DE LYON,  ",L'AUTHENTIQUE MAISON BLASCO,,,,,,,42600,SAVIGNEUX,,
﻿919570481,2022-10-01,1071CB," AV PAUL CEZANNE,  ",L'AUTHENTIQUE MAISON BLASCO,,,,,,,42600,MONTBRISON,,
﻿919571083,2022-09-20,,"20 RTE DES BAUGES,  ",CUSY GOURMAND,,,,,,,74540,CUSY,,
﻿919621581,2022-10-01,1072ZZ,"4 PL JEAN BAPTISTE CORNET,  ",,,OH! BON COOKIE,,,SAWSAN,ALAILOU,42320,LA GRAND-CROIX,,
﻿920302692,2022-09-28,1071CB,"18 RUE DE MACON,  ",O DELICES DES MARMIZ,,,,O DELICES DES MARMIZ,,,71300,MONTCEAU-LES-MINES,,
﻿920783727,2022-10-05,1071CB,"5 PL DU MARCHE,  ",SARL MACARONS & CREATIONS,,SARL MACARONS & CREATIONS,,,,,71330,SAINT-GERMAIN-DU-BOIS,,
﻿921573184,2022-10-01,1071CA,"3 IMP DU CAMP,  ",LA GALOCHERE,,,,,,,42740,SAINT-PAUL-EN-JAREZ,,
﻿921770269,2022-09-01,,"25 ALL DES PLATANES ,  ",BULLES DE PAIN,,,,,,,71510,SAINT-GILLES,,
﻿949853022,2022-09-26,,"20 RUE DU PARC,  ",MY BOULANGERY,,,,,,,74100,ANNEMASSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,04 50 27 03 53
,,,,,,,,,,,,,,04 77 72 53 04
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,04 79 36 40 09
,,,,,,,,,,,,,,04 79 88 72 99
,,,,,,,,,,,,,,07 64 26 14 27
,,,,,,,,,,,,,,04 77 76 05 17
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,04 50 19 24 57
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,06 85 79 83 83
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,03 85 56 32 72
